match_id,bowler,team,next_match_wkts,balls,runs_conceded,economy,wkts_last5,eco_last5
419157,A Kumble,Royal Challengers Bangalore,1,25,40,9.6,0.8,7.295999999999999
419162,A Kumble,Royal Challengers Bangalore,1,26,32,7.384615384615385,0.8,6.948923076923077
419164,A Kumble,Royal Challengers Bangalore,4,21,16,4.571428571428571,1.4,6.999208791208791
336032,A Mishra,Delhi Daredevils,1,24,23,5.75,1.8,6.653333333333333
336038,A Mishra,Delhi Daredevils,2,25,38,9.12,1.8,6.857333333333332
392194,A Mishra,Delhi Daredevils,1,26,19,4.384615384615385,2.0,6.800923076923077
392198,A Mishra,Delhi Daredevils,3,26,34,7.846153846153847,1.6,7.520153846153846
392201,A Mishra,Delhi Daredevils,1,24,34,8.5,1.6,7.120153846153846
392206,A Mishra,Delhi Daredevils,0,18,24,8.0,1.4,7.570153846153846
392211,A Mishra,Delhi Daredevils,0,24,18,4.5,1.0,6.6461538461538465
392215,A Mishra,Delhi Daredevils,0,26,20,4.615384615384616,0.8,6.692307692307692
392219,A Mishra,Delhi Daredevils,3,25,16,3.84,0.8,5.891076923076923
392223,A Mishra,Delhi Daredevils,0,18,39,13.0,0.6,6.791076923076924
392230,A Mishra,Delhi Daredevils,3,26,33,7.615384615384616,1.2,6.714153846153846
392235,A Mishra,Delhi Daredevils,0,25,44,10.559999999999999,1.2,7.926153846153847
392237,A Mishra,Delhi Daredevils,3,24,19,4.75,1.8,7.953076923076924
419108,A Mishra,Delhi Daredevils,1,24,23,5.75,1.4,8.335076923076922
419111,A Mishra,Delhi Daredevils,2,24,34,8.5,1.8,7.435076923076923
419114,A Mishra,Delhi Daredevils,1,25,44,10.559999999999999,1.4,8.024
419116,A Mishra,Delhi Daredevils,1,21,25,7.142857142857143,1.6,7.340571428571428
419120,A Mishra,Delhi Daredevils,1,19,13,4.105263157894737,1.2,7.211624060150376
419128,A Mishra,Delhi Daredevils,2,24,27,6.75,1.4,7.411624060150376
419131,A Mishra,Delhi Daredevils,1,24,19,4.75,1.2,6.661624060150376
419134,A Mishra,Delhi Daredevils,4,26,25,5.76923076923077,1.8,5.70347021399653
419140,A Mishra,Delhi Daredevils,3,25,32,7.68,2.2,5.810898785425101
419144,A Mishra,Delhi Daredevils,0,26,41,9.461538461538462,2.0,6.882153846153846
419149,A Mishra,Delhi Daredevils,1,24,16,4.0,1.8,6.332153846153846
419152,A Mishra,Delhi Daredevils,0,18,31,10.333333333333334,1.6,7.448820512820514
419155,A Mishra,Delhi Daredevils,2,25,13,3.1199999999999997,1.2,6.918974358974358
419160,A Mishra,Delhi Daredevils,1,24,28,7.0,0.8,6.782974358974359
501199,A Mishra,Deccan Chargers,0,24,28,7.0,0.8,6.290666666666667
501203,A Mishra,Deccan Chargers,2,24,20,5.0,1.0,6.490666666666667
501208,A Mishra,Deccan Chargers,1,25,41,9.84,1.2,6.3919999999999995
501212,A Mishra,Deccan Chargers,2,24,29,7.25,1.2,7.218000000000001
501216,A Mishra,Deccan Chargers,1,24,30,7.5,1.2,7.3180000000000005
501224,A Mishra,Deccan Chargers,2,24,14,3.5,1.6,6.618
501229,A Mishra,Deccan Chargers,1,24,14,3.5,1.4,6.318
501236,A Mishra,Deccan Chargers,0,18,34,11.333333333333334,1.2,6.616666666666667
501239,A Mishra,Deccan Chargers,1,19,22,6.947368421052632,1.0,6.556140350877193
501243,A Mishra,Deccan Chargers,1,24,53,13.25,1.0,7.7061403508771935
501250,A Mishra,Deccan Chargers,1,21,26,7.428571428571429,0.8,8.49185463659148
501256,A Mishra,Deccan Chargers,1,24,22,5.5,0.8,8.891854636591479
501259,A Mishra,Deccan Chargers,2,25,26,6.239999999999999,1.2,7.873187969924811
501264,A Mishra,Deccan Chargers,4,24,10,2.5,1.8,6.983714285714285
548314,A Mishra,Deccan Chargers,1,24,31,7.75,1.8,5.8837142857142855
548321,A Mishra,Deccan Chargers,0,13,26,12.0,1.6,6.798
548326,A Mishra,Deccan Chargers,3,25,32,7.68,2.0,7.234
548329,A Mishra,Deccan Chargers,0,25,44,10.559999999999999,1.6,8.097999999999999
548335,A Mishra,Deccan Chargers,1,25,27,6.4799999999999995,1.0,8.894
548341,A Mishra,Deccan Chargers,0,19,27,8.526315789473685,0.8,9.049263157894737
548346,A Mishra,Deccan Chargers,0,25,29,6.959999999999999,0.8,8.041263157894736
548348,A Mishra,Deccan Chargers,0,18,20,6.666666666666667,0.2,7.83859649122807
548352,A Mishra,Deccan Chargers,1,12,18,9.0,0.4,7.526596491228071
548356,A Mishra,Deccan Chargers,2,24,28,7.0,0.6,7.63059649122807
548359,A Mishra,Deccan Chargers,0,12,20,10.0,0.6,7.925333333333333
548366,A Mishra,Deccan Chargers,1,18,31,10.333333333333334,0.8,8.6
548373,A Mishra,Deccan Chargers,2,25,22,5.279999999999999,1.2,8.322666666666667
548376,A Mishra,Deccan Chargers,2,24,26,6.5,1.4,7.822666666666666
598000,A Mishra,Sunrisers Hyderabad,3,24,19,4.75,1.6,7.372666666666666
598004,A Mishra,Sunrisers Hyderabad,1,24,15,3.75,1.8,6.1226666666666665
598010,A Mishra,Sunrisers Hyderabad,1,24,15,3.75,1.8,4.806
598013,A Mishra,Sunrisers Hyderabad,0,18,28,9.333333333333334,1.4,5.616666666666667
598018,A Mishra,Sunrisers Hyderabad,4,24,19,4.75,1.8,5.2666666666666675
598021,A Mishra,Sunrisers Hyderabad,3,24,30,7.5,1.8,5.816666666666667
598030,A Mishra,Sunrisers Hyderabad,3,24,26,6.5,2.2,6.366666666666667
598032,A Mishra,Sunrisers Hyderabad,0,12,20,10.0,2.0,7.616666666666667
598039,A Mishra,Sunrisers Hyderabad,2,24,24,6.0,2.4,6.95
598044,A Mishra,Sunrisers Hyderabad,1,24,16,4.0,1.8,6.8
598048,A Mishra,Sunrisers Hyderabad,0,26,42,9.692307692307693,1.2,7.2384615384615385
598051,A Mishra,Sunrisers Hyderabad,0,25,41,9.84,0.6,7.906461538461538
598056,A Mishra,Sunrisers Hyderabad,0,12,20,10.0,0.6,7.906461538461538
598060,A Mishra,Sunrisers Hyderabad,0,19,36,11.368421052631579,0.2,8.980145748987855
598065,A Mishra,Sunrisers Hyderabad,3,24,8,2.0,0.6,8.580145748987855
598069,A Mishra,Sunrisers Hyderabad,2,24,20,5.0,1.0,7.641684210526316
598071,A Mishra,Sunrisers Hyderabad,1,24,16,4.0,1.2,6.473684210526317
729285,A Mishra,Sunrisers Hyderabad,2,24,27,6.75,1.6,5.8236842105263165
729295,A Mishra,Sunrisers Hyderabad,2,25,56,13.44,2.0,6.2379999999999995
729301,A Mishra,Sunrisers Hyderabad,0,25,38,9.12,1.4,7.661999999999999
729311,A Mishra,Sunrisers Hyderabad,0,21,27,7.714285714285714,1.0,8.204857142857142
729317,A Mishra,Sunrisers Hyderabad,0,25,54,12.959999999999999,0.8,9.996857142857142
733989,A Mishra,Sunrisers Hyderabad,0,25,13,3.1199999999999997,0.4,9.270857142857142
733993,A Mishra,Sunrisers Hyderabad,2,18,23,7.666666666666667,0.4,8.116190476190477
734001,A Mishra,Sunrisers Hyderabad,0,18,33,11.0,0.4,8.492190476190476
734007,A Mishra,Sunrisers Hyderabad,1,25,32,7.68,0.6,8.485333333333333
734015,A Mishra,Sunrisers Hyderabad,1,24,39,9.75,0.8,7.843333333333334
829707,A Mishra,Delhi Daredevils,1,24,21,5.25,1.0,8.269333333333334
829715,A Mishra,Delhi Daredevils,2,26,32,7.384615384615385,1.0,8.212923076923076
829725,A Mishra,Delhi Daredevils,1,25,34,8.16,1.2,7.644923076923076
829731,A Mishra,Delhi Daredevils,0,12,14,7.0,1.0,7.508923076923077
829739,A Mishra,Delhi Daredevils,0,19,22,6.947368421052632,0.8,6.948396761133603
829747,A Mishra,Delhi Daredevils,2,25,33,7.919999999999999,1.0,7.482396761133603
829757,A Mishra,Delhi Daredevils,0,13,25,11.53846153846154,0.6,8.313165991902835
829761,A Mishra,Delhi Daredevils,1,24,20,5.0,0.6,7.681165991902835
829767,A Mishra,Delhi Daredevils,1,12,10,5.0,0.8,7.281165991902834
829777,A Mishra,Delhi Daredevils,0,25,41,9.84,0.8,7.859692307692308
829783,A Mishra,Delhi Daredevils,1,26,25,5.76923076923077,0.6,7.429538461538462
829793,A Mishra,Delhi Daredevils,0,18,35,11.666666666666666,0.6,7.455179487179487
980903,A Mishra,Delhi Daredevils,1,13,11,5.0769230769230775,0.6,7.4705641025641025
980913,A Mishra,Delhi Daredevils,4,19,11,3.473684210526316,1.2,7.165300944669366
980921,A Mishra,Delhi Daredevils,0,18,30,10.0,1.2,7.197300944669365
980933,A Mishra,Delhi Daredevils,2,24,25,6.25,1.4,7.293454790823212
980945,A Mishra,Delhi Daredevils,0,18,27,9.0,1.4,6.760121457489879
980951,A Mishra,Delhi Daredevils,1,26,37,8.538461538461538,1.4,7.452429149797571
980961,A Mishra,Delhi Daredevils,1,18,19,6.333333333333333,0.8,8.024358974358973
980965,A Mishra,Delhi Daredevils,1,27,28,6.222222222222222,1.0,7.268803418803418
980971,A Mishra,Delhi Daredevils,0,25,37,8.879999999999999,0.6,7.7948034188034185
980983,A Mishra,Delhi Daredevils,2,18,19,6.333333333333333,1.0,7.261470085470085
980993,A Mishra,Delhi Daredevils,1,24,42,10.5,1.0,7.653777777777776
980997,A Mishra,Delhi Daredevils,0,12,10,5.0,0.8,7.3871111111111105
981003,A Mishra,Delhi Daredevils,1,18,21,7.0,0.8,7.542666666666666
981011,A Mishra,Delhi Daredevils,0,24,33,8.25,0.8,7.416666666666666
1082595,A Mishra,Delhi Daredevils,0,12,32,16.0,0.4,9.35
1082599,A Mishra,Delhi Daredevils,3,18,11,3.6666666666666665,0.8,7.9833333333333325
1082605,A Mishra,Delhi Daredevils,1,18,16,5.333333333333333,1.0,8.05
1082608,A Mishra,Delhi Daredevils,1,18,26,8.666666666666666,1.0,8.383333333333333
1082611,A Mishra,Delhi Daredevils,0,18,33,11.0,1.0,8.933333333333334
1082614,A Mishra,Delhi Daredevils,2,25,19,4.56,1.4,6.645333333333333
1082622,A Mishra,Delhi Daredevils,0,18,36,12.0,0.8,8.312000000000001
1082626,A Mishra,Delhi Daredevils,0,6,9,9.0,0.6,9.045333333333335
1082630,A Mishra,Delhi Daredevils,1,25,23,5.52,0.6,8.416
1082632,A Mishra,Delhi Daredevils,0,12,23,11.5,0.6,8.516
1082635,A Mishra,Delhi Daredevils,1,24,38,9.5,0.4,9.504000000000001
1082640,A Mishra,Delhi Daredevils,1,12,27,13.5,0.6,9.803999999999998
1082642,A Mishra,Delhi Daredevils,0,19,26,8.210526315789474,0.6,9.646105263157894
1082646,A Mishra,Delhi Daredevils,0,12,26,13.0,0.4,11.142105263157895
1136562,A Mishra,Delhi Daredevils,0,24,46,11.5,0.4,11.142105263157895
1136582,A Mishra,Delhi Daredevils,0,26,33,7.615384615384616,0.2,10.765182186234819
1136586,A Mishra,Delhi Daredevils,3,24,24,6.0,0.6,9.265182186234819
1136590,A Mishra,Delhi Daredevils,1,24,30,7.5,0.8,9.123076923076924
1136592,A Mishra,Delhi Daredevils,1,12,12,6.0,1.0,7.723076923076924
1136596,A Mishra,Delhi Daredevils,2,25,19,4.56,1.4,6.335076923076923
1136602,A Mishra,Delhi Daredevils,0,18,29,9.666666666666666,1.4,6.745333333333333
1136605,A Mishra,Delhi Daredevils,1,25,33,7.919999999999999,1.0,7.129333333333333
1136612,A Mishra,Delhi Daredevils,2,24,20,5.0,1.2,6.629333333333333
1136615,A Mishra,Delhi Daredevils,3,24,19,4.75,1.6,6.379333333333333
1175360,A Mishra,Delhi Capitals,2,25,36,8.639999999999999,1.6,7.195333333333333
1175365,A Mishra,Delhi Capitals,1,25,36,8.639999999999999,1.8,6.989999999999999
1178405,A Mishra,Delhi Capitals,0,18,13,4.333333333333333,1.6,6.272666666666667
1178409,A Mishra,Delhi Capitals,1,18,18,6.0,1.4,6.472666666666666
1178412,A Mishra,Delhi Capitals,0,24,41,10.25,0.8,7.572666666666666
1178415,A Mishra,Delhi Capitals,0,18,28,9.333333333333334,0.4,7.711333333333333
1178421,A Mishra,Delhi Capitals,2,25,29,6.959999999999999,0.6,7.375333333333333
1178425,A Mishra,Delhi Capitals,0,18,16,5.333333333333333,0.6,7.575333333333335
1178428,A Mishra,Delhi Capitals,3,24,17,4.25,1.0,7.225333333333333
1181766,A Mishra,Delhi Capitals,1,24,16,4.0,1.2,5.975333333333333
1181767,A Mishra,Delhi Capitals,1,24,21,5.25,1.4,5.158666666666666
1216515,A Mishra,Delhi Capitals,1,13,14,6.461538461538462,1.2,5.058974358974359
1216532,A Mishra,Delhi Capitals,2,24,35,8.75,1.6,5.742307692307692
1216539,A Mishra,Delhi Capitals,0,24,23,5.75,1.0,6.042307692307693
1254059,A Mishra,Delhi Capitals,0,18,27,9.0,0.8,7.042307692307693
1254070,A Mishra,Delhi Capitals,4,24,24,6.0,1.4,7.192307692307693
1254077,A Mishra,Delhi Capitals,1,24,31,7.75,1.4,7.45
1254079,A Mishra,Delhi Capitals,1,18,27,9.0,1.2,7.5
1359484,A Mishra,Lucknow Super Giants,2,24,24,6.0,1.6,7.55
1359489,A Mishra,Lucknow Super Giants,1,12,18,9.0,1.8,7.55
1359500,A Mishra,Lucknow Super Giants,0,12,16,8.0,1.0,7.95
1359504,A Mishra,Lucknow Super Giants,1,12,9,4.5,1.0,7.3
1359512,A Mishra,Lucknow Super Giants,0,12,23,11.5,0.8,7.8
1359517,A Mishra,Lucknow Super Giants,2,18,21,7.0,0.8,8.0
1359532,A Mishra,Lucknow Super Giants,1,25,40,9.6,0.8,8.120000000000001
1426282,A Mishra,Lucknow Super Giants,1,12,20,10.0,1.0,8.52
501227,A Mithun,Royal Challengers Bangalore,2,29,37,7.655172413793104,0.6,10.952738743410249
501232,A Mithun,Royal Challengers Bangalore,0,24,28,7.0,0.6,10.486072076743582
501244,A Mithun,Royal Challengers Bangalore,0,19,29,9.157894736842106,0.4,9.977651024112003
501247,A Mithun,Royal Challengers Bangalore,2,20,21,6.3,0.8,7.980508166969147
501255,A Mithun,Royal Challengers Bangalore,0,14,14,6.0,0.8,7.222613430127042
501260,A Mithun,Royal Challengers Bangalore,0,20,31,9.299999999999999,0.4,7.551578947368421
501266,A Mithun,Royal Challengers Bangalore,1,25,35,8.399999999999999,0.6,7.8315789473684205
501268,A Mithun,Royal Challengers Bangalore,1,20,32,9.6,0.8,7.919999999999999
501270,A Mithun,Royal Challengers Bangalore,0,12,26,13.0,0.4,9.26
501271,A Mithun,Royal Challengers Bangalore,0,12,22,11.0,0.4,10.26
548356,A Mithun,Royal Challengers Bangalore,0,19,34,10.736842105263158,0.4,10.547368421052632
598057,A Mithun,Royal Challengers Bangalore,1,25,37,8.879999999999999,0.4,10.643368421052632
335997,A Nehra,Mumbai Indians,0,6,9,9.0,1.0,8.799145299145298
336004,A Nehra,Mumbai Indians,3,24,26,6.5,1.4,8.022222222222222
336008,A Nehra,Mumbai Indians,3,18,13,4.333333333333333,1.6,7.333333333333333
336012,A Nehra,Mumbai Indians,1,18,21,7.0,1.4,7.2666666666666675
336018,A Nehra,Mumbai Indians,0,25,32,7.68,1.4,6.902666666666667
336021,A Nehra,Mumbai Indians,0,21,18,5.142857142857143,1.4,6.131238095238095
336024,A Nehra,Mumbai Indians,0,24,31,7.75,0.8,6.3812380952380945
336028,A Nehra,Mumbai Indians,0,19,34,10.736842105263158,0.2,7.661939849624059
336032,A Nehra,Mumbai Indians,1,23,30,7.826086956521739,0.2,7.827157240928408
336036,A Nehra,Mumbai Indians,1,19,22,6.947368421052632,0.4,7.680630925138933
392189,A Nehra,Delhi Daredevils,1,25,37,8.879999999999999,0.6,8.428059496567506
392194,A Nehra,Delhi Daredevils,3,26,34,7.846153846153847,1.2,8.447290265798275
392198,A Nehra,Delhi Daredevils,1,25,23,5.52,1.4,7.403921844745644
392201,A Nehra,Delhi Daredevils,3,25,33,7.919999999999999,1.8,7.422704453441296
392206,A Nehra,Delhi Daredevils,3,26,27,6.230769230769231,2.2,7.279384615384615
392211,A Nehra,Delhi Daredevils,1,26,23,5.307692307692308,2.2,6.564923076923077
392215,A Nehra,Delhi Daredevils,2,28,27,5.785714285714286,2.0,6.152835164835165
392219,A Nehra,Delhi Daredevils,2,26,29,6.6923076923076925,2.2,6.387296703296704
392223,A Nehra,Delhi Daredevils,2,25,47,11.28,2.0,7.059296703296704
392226,A Nehra,Delhi Daredevils,1,24,6,1.5,1.6,6.113142857142857
392230,A Nehra,Delhi Daredevils,1,19,8,2.5263157894736845,1.6,5.556867553499132
392232,A Nehra,Delhi Daredevils,1,25,22,5.279999999999999,1.4,5.455724696356276
392237,A Nehra,Delhi Daredevils,1,26,38,8.76923076923077,1.2,5.871109311740891
419149,A Nehra,Delhi Daredevils,0,12,9,4.5,0.8,4.515109311740891
419152,A Nehra,Delhi Daredevils,1,25,34,8.16,0.8,5.8471093117408905
419155,A Nehra,Delhi Daredevils,3,24,26,6.5,1.2,6.641846153846155
419160,A Nehra,Delhi Daredevils,2,24,33,8.25,1.4,7.235846153846154
548313,A Nehra,Pune Warriors,1,18,20,6.666666666666667,1.4,6.815333333333333
548319,A Nehra,Pune Warriors,0,18,22,7.333333333333333,1.4,7.382
548322,A Nehra,Pune Warriors,1,25,43,10.319999999999999,1.4,7.814
548327,A Nehra,Pune Warriors,1,25,54,12.959999999999999,1.0,9.106
548330,A Nehra,Pune Warriors,2,24,24,6.0,1.0,8.656
548333,A Nehra,Pune Warriors,0,24,27,6.75,0.8,8.672666666666666
548337,A Nehra,Pune Warriors,0,18,34,11.333333333333334,0.8,9.472666666666665
548341,A Nehra,Pune Warriors,0,24,32,8.0,0.6,9.008666666666667
548348,A Nehra,Pune Warriors,1,25,44,10.559999999999999,0.6,8.528666666666666
548351,A Nehra,Pune Warriors,3,24,20,5.0,0.8,8.328666666666667
548358,A Nehra,Pune Warriors,0,18,33,11.0,0.8,9.178666666666667
548365,A Nehra,Pune Warriors,3,24,23,5.75,1.4,8.062000000000001
548375,A Nehra,Pune Warriors,0,24,35,8.75,1.4,8.212
597998,A Nehra,Delhi Daredevils,1,18,20,6.666666666666667,1.4,7.433333333333333
598001,A Nehra,Delhi Daredevils,2,25,35,8.399999999999999,1.2,8.113333333333333
598006,A Nehra,Delhi Daredevils,3,24,49,12.25,1.8,8.363333333333333
598017,A Nehra,Delhi Daredevils,1,25,31,7.4399999999999995,1.4,8.701333333333332
598028,A Nehra,Delhi Daredevils,2,24,38,9.5,1.8,8.851333333333333
598035,A Nehra,Delhi Daredevils,0,25,29,6.959999999999999,1.6,8.91
598040,A Nehra,Delhi Daredevils,1,25,37,8.879999999999999,1.4,9.006
598044,A Nehra,Delhi Daredevils,1,13,14,6.461538461538462,1.0,7.848307692307692
598059,A Nehra,Delhi Daredevils,1,18,28,9.333333333333334,1.0,8.22697435897436
598062,A Nehra,Delhi Daredevils,1,24,38,9.5,0.8,8.22697435897436
729283,A Nehra,Chennai Super Kings,1,18,24,8.0,1.0,8.434974358974358
734035,A Nehra,Chennai Super Kings,3,25,34,8.16,1.4,8.29097435897436
734045,A Nehra,Chennai Super Kings,2,24,34,8.5,1.6,8.698666666666666
734047,A Nehra,Chennai Super Kings,2,26,51,11.76923076923077,1.8,9.185846153846153
829707,A Nehra,Chennai Super Kings,4,25,25,6.0,2.4,8.485846153846154
829711,A Nehra,Chennai Super Kings,0,26,31,7.153846153846154,2.2,8.316615384615385
829723,A Nehra,Chennai Super Kings,0,27,36,8.0,1.6,8.284615384615385
829729,A Nehra,Chennai Super Kings,3,25,23,5.52,1.8,7.688615384615384
829735,A Nehra,Chennai Super Kings,0,25,32,7.68,1.4,6.870769230769231
829745,A Nehra,Chennai Super Kings,4,24,11,2.75,1.4,6.22076923076923
829753,A Nehra,Chennai Super Kings,2,24,16,4.0,1.8,5.59
829765,A Nehra,Chennai Super Kings,2,24,39,9.75,2.2,5.9399999999999995
829773,A Nehra,Chennai Super Kings,1,24,32,8.0,1.8,6.436
829779,A Nehra,Chennai Super Kings,3,25,19,4.56,2.4,5.811999999999999
829789,A Nehra,Chennai Super Kings,0,18,45,15.0,1.6,8.262
829797,A Nehra,Chennai Super Kings,0,24,29,7.25,1.2,8.912
829809,A Nehra,Chennai Super Kings,1,18,17,5.666666666666667,1.0,8.095333333333333
829817,A Nehra,Chennai Super Kings,1,27,28,6.222222222222222,1.0,7.739777777777777
829821,A Nehra,Chennai Super Kings,3,25,28,6.72,1.0,8.171777777777777
829823,A Nehra,Chennai Super Kings,1,24,42,10.5,1.2,7.271777777777777
980907,A Nehra,Sunrisers Hyderabad,0,14,21,9.0,1.2,7.621777777777777
980943,A Nehra,Sunrisers Hyderabad,1,22,22,6.0,1.2,7.688444444444445
980953,A Nehra,Sunrisers Hyderabad,1,24,32,8.0,1.2,8.044
980967,A Nehra,Sunrisers Hyderabad,0,24,23,5.75,0.6,7.85
980973,A Nehra,Sunrisers Hyderabad,3,18,15,5.0,1.0,6.75
980979,A Nehra,Sunrisers Hyderabad,5,24,29,7.25,2.0,6.4
980983,A Nehra,Sunrisers Hyderabad,1,18,23,7.666666666666667,2.0,6.7333333333333325
980991,A Nehra,Sunrisers Hyderabad,0,17,35,12.352941176470587,1.8,7.603921568627451
1082591,A Nehra,Sunrisers Hyderabad,2,25,42,10.08,2.2,8.469921568627452
1082596,A Nehra,Sunrisers Hyderabad,2,24,28,7.0,2.0,8.86992156862745
1082600,A Nehra,Sunrisers Hyderabad,1,24,46,11.5,1.2,9.719921568627452
1082604,A Nehra,Sunrisers Hyderabad,1,27,35,7.777777777777778,1.2,9.742143790849674
1082623,A Nehra,Sunrisers Hyderabad,3,24,42,10.5,1.8,9.371555555555556
1082634,A Nehra,Sunrisers Hyderabad,1,8,5,3.75,1.6,8.105555555555554
1216509,A Nortje,Delhi Capitals,2,24,44,11.0,1.8,8.3
1216515,A Nortje,Delhi Capitals,3,24,38,9.5,2.4,8.35
1216519,A Nortje,Delhi Capitals,2,25,24,5.76,2.4,8.152
1216524,A Nortje,Delhi Capitals,1,27,38,8.444444444444445,2.4,8.64088888888889
1216529,A Nortje,Delhi Capitals,0,25,28,6.72,1.6,8.28488888888889
1216532,A Nortje,Delhi Capitals,0,24,41,10.25,1.2,8.13488888888889
